NAME	DESCRIPTION	WT_Ctrl_rep_1	WT_Ctrl_rep_2	WT_Ctrl_rep_3	WT_Rap_rep_1	WT_Rap_rep_2	WT_Rap_rep_3	AP2_F_Ctrl_rep_1	AP2_F_Ctrl_rep_2	AP2_F_Ctrl_rep_3	AP2_F_Rap_rep_1	AP2_F_Rap_rep_2	AP2_F_Rap_rep_3
cgd2_3420-RA	na	3.779408455	5.520066618	4.202713186	3.546137356	3.010884513	3.932083313	4.563603517	4.577797821	3.010884513	4.192457143	3.660226329	4.131405811
cgd2_3430-RA	na	4.278151787	5.306845616	5.628579063	3.935662614	5.537911431	4.489792337	4.812531402	3.997368832	4.943216998	4.833197758	4.721855065	4.754403979
cgd2_3440-RA	na	4.278151787	3.844513052	4.560125758	5.58162849	4.768724174	5.20457829	5.120213681	4.577797821	3.779961752	5.454182522	4.446703726	4.754403979
cgd2_3450-RA	na	3.010884513	4.369463144	3.010884513	5.210499987	4.489304987	3.932083313	4.868587159	4.99056321	4.278934887	4.192457143	4.952840553	4.754403979
cgd2_3460-RA	na	5.395253729	4.753531578	5.628579063	5.210499987	5.203984388	5.462014094	5.805655272	5.31112632	4.278934887	4.833197758	4.446703726	4.754403979
cgd2_3480-RA	na	4.648067155	4.753531578	5.289839726	4.709538879	5.00270712	4.489792337	4.812531402	5.31112632	4.278934887	3.719397979	5.326789012	4.476275426
cgd2_3490-RA	na	8.040278589	8.188694417	9.160651036	8.269526956	8.137785698	8.376016007	8.535307899	7.628677763	7.911575361	8.123932024	7.229822706	7.182947982
cgd2_3500-RA	na	3.010884513	3.010884513	4.560125758	3.010884513	5.00270712	3.932083313	4.812531402	3.997368832	3.779961752	3.010884513	4.106407252	4.476275426
cgd2_3510-RA	na	3.779408455	3.010884513	3.010884513	4.242063963	3.684873515	3.932083313	3.76842451	3.010884513	3.010884513	4.192457143	3.660226329	4.131405811
cgd2_3530-RA	na	4.278151787	3.844513052	3.726523662	3.010884513	3.684873515	3.932083313	3.9867697	3.010884513	3.010884513	3.010884513	4.106407252	4.131405811
cgd2_3540-RA	na	5.35682137	6.645921725	5.593877965	5.480981565	4.642239159	6.242072308	5.763210482	5.817243395	4.672533338	5.356667369	5.810350539	5.419535948
cgd2_3550-RA	na	3.779408455	4.369463144	3.726523662	4.896527863	4.768724174	3.932083313	4.343925749	4.577797821	4.278934887	4.192457143	5.151897008	4.476275426
cgd2_3570-RA	na	4.648067155	3.010884513	3.010884513	3.010884513	4.489304987	3.010884513	3.362786629	3.010884513	4.648976093	3.010884513	4.106407252	3.010884513
cgd2_3590-RA	na	3.010884513	4.369463144	4.202713186	3.546137356	3.010884513	4.900309024	4.423772943	3.998660561	3.010884513	3.010884513	4.72745043	3.677302643
cgd2_360-RA	na	4.278151787	3.844513052	5.085065539	5.58162849	5.203984388	5.462014094	5.805655272	4.99056321	6.139503522	5.454182522	5.151897008	5.909751403
cgd2_3600-RA	na	5.186450583	3.844513052	4.202713186	4.709538879	5.00270712	4.89100757	4.343925749	3.997368832	3.010884513	5.071138554	5.326789012	4.754403979
cgd2_3610-RA	na	4.278151787	5.306845616	4.202713186	4.494653587	4.489304987	3.010884513	4.494029121	4.99056321	4.943216998	3.719397979	4.106407252	4.476275426
cgd2_3620-RA	na	5.739503338	4.369463144	5.77214752	5.210499987	5.203984388	4.489792337	5.294033026	3.997368832	5.740640739	3.719397979	5.623489969	4.754403979
cgd2_3630-RA	na	5.577622184	4.753531578	4.846340699	5.210499987	4.768724174	4.489792337	4.42092872	3.997368832	5.396336689	5.454182522	4.952840553	4.131405811
cgd2_3640-RA	na	6.855570791	6.151928238	7.10302977	6.513152812	7.202200103	6.859414603	6.666484944	6.156693393	6.784377671	6.31505567	6.500446016	6.304683762
cgd2_3650-RA	na	3.779408455	3.844513052	4.202713186	3.546137356	3.684873515	3.010884513	4.176371886	4.577797821	4.648976093	3.719397979	3.660226329	4.131405811
cgd2_3670-RA	na	3.010884513	5.056554028	3.010884513	4.494653587	4.142445442	4.89100757	4.563603517	3.010884513	3.779961752	3.010884513	4.721855065	4.476275426
cgd2_3680-RA	na	3.779408455	5.056554028	5.77214752	5.876555061	4.142445442	4.489792337	5.485449284	3.997368832	3.779961752	4.192457143	5.326789012	3.677302643
cgd2_370-RA	na	3.010884513	3.844513052	4.202713186	4.242063963	3.010884513	3.010884513	3.197538571	3.997368832	3.010884513	4.192457143	4.106407252	4.476275426
cgd2_3720-RA	na	3.779408455	3.010884513	3.010884513	3.010884513	3.010884513	3.010884513	3.010884513	3.997368832	3.010884513	4.192457143	4.446703726	4.131405811
cgd2_3730-RA	na	5.395253729	5.705794666	6.2356561	6.725492182	6.233796691	3.932083313	6.728386102	6.686272467	6.354908021	6.489327223	7.315317555	6.304683762
cgd2_3740-RA	na	3.779408455	3.844513052	3.010884513	3.935662614	4.142445442	4.489792337	4.084683297	3.997368832	3.779961752	3.010884513	3.660226329	4.476275426
cgd2_3750-RA	na	3.779408455	4.369463144	3.726523662	3.010884513	3.010884513	3.010884513	4.42092872	3.997368832	4.278934887	4.548110207	4.721855065	4.131405811
cgd2_3770-RA	na	5.739503338	5.306845616	5.469128481	5.345099518	5.203984388	5.462014094	5.747048743	5.573250018	4.943216998	6.006425873	6.262874267	6.747454734
cgd2_3780-RA	na	6.353700583	5.870316732	6.022436784	6.569238701	6.633122394	6.037597039	6.634509019	6.686272467	5.740640739	6.116802857	7.041945892	6.120689503
cgd2_3800-RA	na	3.010884513	3.010884513	3.010884513	3.546137356	3.010884513	3.010884513	4.084683297	3.010884513	3.779961752	3.010884513	4.446703726	4.131405811
cgd2_3810-RA	na	3.010884513	4.369463144	3.726523662	4.709538879	5.00270712	4.489792337	4.084683297	3.997368832	3.010884513	4.192457143	4.721855065	5.18808976
cgd2_3850-RA	na	3.779408455	3.844513052	4.202713186	4.494653587	4.142445442	3.010884513	4.343925749	4.99056321	4.648976093	3.719397979	5.326789012	4.754403979
cgd2_3870-RA	na	5.194634642	5.31805672	3.010884513	4.499474576	3.684873515	4.489792337	4.306438477	4.019858924	3.799402807	3.722646046	3.69860267	5.011792501
cgd2_390-RA	na	4.278151787	5.056554028	4.846340699	5.210499987	4.768724174	5.20457829	4.629976465	3.997368832	5.396336689	4.833197758	3.660226329	5.521092207
cgd2_3910-RA	na	3.010884513	3.844513052	3.726523662	3.010884513	4.768724174	3.010884513	3.010884513	3.010884513	4.943216998	3.010884513	4.446703726	4.476275426
cgd2_3913-RA	na	6.706871814	7.067749039	6.930094252	5.784785814	6.406996461	5.68039417	6.872429695	7.233095095	6.925792308	5.886899387	7.711984885	7.479245868
cgd2_3920-RA	na	7.113634789	6.492197259	6.331506138	6.91055123	6.322994159	6.562309264	6.091292966	6.156693393	7.172796877	6.404821258	5.97831686	6.614412896
cgd2_3930-RA	na	5.186450583	4.369463144	3.010884513	3.935662614	3.684873515	3.010884513	4.42092872	5.31112632	3.779961752	3.719397979	4.721855065	4.476275426
cgd2_3950-RA	na	6.450423026	6.76733068	6.661625033	6.264076021	6.138718852	6.037597039	6.568349117	6.985437843	6.45163902	7.030485683	6.63954725	6.467844302
cgd2_3960-RA	na	5.186450583	5.306845616	4.202713186	5.468205933	4.768724174	4.89100757	5.073277404	6.156693393	5.187493604	6.116802857	5.151897008	6.120689503
cgd2_3970-RA	na	7.171532339	7.42611679	6.733569255	6.121303544	6.766311019	6.668289744	7.146298761	7.89152952	7.567543322	6.569155951	6.99088827	7.182947982
cgd2_3980-RA	na	5.197378426	5.056554028	5.481136488	5.210499987	5.380587788	5.735891259	4.87536566	4.011694586	5.396336689	5.285269642	5.663348935	5.688171882
cgd2_3990-RA	na	5.186450583	3.844513052	4.560125758	4.494653587	3.010884513	4.489792337	4.754209247	5.31112632	3.010884513	3.719397979	5.623489969	4.476275426
cgd2_400-RA	na	5.589952676	6.857477047	6.508579969	5.880686645	5.540379823	5.466349644	5.558532721	5.591602887	5.747970599	5.890875249	5.151897008	6.130352591
cgd2_4030-RA	na	3.779408455	3.010884513	3.010884513	4.709538879	3.010884513	4.489792337	3.64546324	3.010884513	3.779961752	4.192457143	4.952840553	3.010884513
cgd2_4050-RA	na	6.017229167	5.705794666	5.628579063	6.044243698	5.203984388	6.187716881	6.018829068	5.987148323	5.740640739	5.886899387	6.704371692	6.542989103
cgd2_4060-RA	na	3.779408455	3.010884513	4.202713186	3.010884513	4.489304987	3.010884513	3.64546324	3.010884513	3.010884513	3.719397979	4.952840553	4.476275426
cgd2_4070-RA	na	4.278151787	5.056554028	3.010884513	4.709538879	4.142445442	3.932083313	4.084683297	4.577797821	4.278934887	4.548110207	4.106407252	4.131405811
cgd2_4080-RA	na	3.779408455	4.753531578	4.202713186	4.494653587	4.142445442	3.932083313	4.922546094	3.997368832	4.943216998	4.548110207	5.151897008	4.476275426
cgd2_4090-RA	na	4.278151787	5.520066618	4.202713186	3.935662614	4.768724174	4.89100757	5.252501832	3.010884513	4.278934887	4.192457143	4.106407252	5.364177671
cgd2_410-RA	na	6.250024613	6.274487278	6.802095538	6.953331051	6.945540617	6.037597039	6.226138357	5.987148323	6.627579884	6.006425873	6.63954725	5.364177671
cgd2_4100-RA	na	5.577622184	5.520066618	5.289839726	3.546137356	3.010884513	3.010884513	4.262579904	4.577797821	4.648976093	4.548110207	4.721855065	4.476275426
cgd2_4110-RA	na	4.278151787	3.844513052	4.846340699	4.494653587	5.380587788	3.932083313	4.176371886	4.577797821	3.779961752	4.192457143	4.952840553	4.476275426
cgd2_4120-RA	na	6.541066345	6.274487278	6.022436784	5.468205933	6.766311019	6.187716881	5.685960265	6.570970729	6.139503522	6.716671149	5.97831686	5.791462568
cgd2_4130-RA	na	4.942228651	3.010884513	4.846340699	5.58162849	3.684873515	4.89100757	5.120213681	3.010884513	5.187493604	5.613283381	3.660226329	4.476275426
cgd2_4140-RA	na	3.010884513	3.844513052	4.202713186	4.242063963	3.684873515	3.010884513	4.176371886	3.010884513	3.010884513	4.192457143	3.660226329	3.010884513
cgd2_4150-RA	na	8.215644398	8.418733132	8.115009407	8.010637968	8.343648611	8.062812305	8.41340906	8.341945876	8.072326071	8.631267995	9.111984999	8.966505862
cgd2_4180-RA	na	3.779408455	3.844513052	4.560125758	5.062038298	5.00270712	4.489792337	4.494029121	3.010884513	5.578735597	3.010884513	4.446703726	4.131405811
cgd2_420-RA	na	8.215644398	8.59373324	8.193639679	7.694905752	7.744540792	7.440823684	7.442510288	8.113791464	7.841900218	7.696301043	7.647509364	7.788080243
cgd2_4200-RA	na	4.648067155	3.844513052	3.726523662	3.546137356	4.768724174	3.010884513	3.9867697	3.010884513	4.278934887	4.833197758	4.106407252	5.521092207
cgd2_4210-RA	na	3.779408455	3.010884513	5.469128481	4.494653587	4.489304987	5.20457829	4.343925749	3.010884513	4.648976093	5.275335925	4.446703726	5.364177671
cgd2_4240-RA	na	3.010884513	3.844513052	5.085065539	4.242063963	4.768724174	4.89100757	4.343925749	3.010884513	3.779961752	3.010884513	4.721855065	3.677302643
cgd2_4260-RA	na	7.804467633	7.755656374	7.156356185	8.050589876	7.711883961	7.712614829	7.265921585	7.37734771	7.841900218	7.660301086	7.185097099	7.317444502
cgd2_4270-RA	na	3.779408455	4.369463144	3.010884513	3.546137356	3.010884513	3.010884513	3.9867697	3.010884513	3.010884513	4.548110207	3.660226329	4.131405811
cgd2_430-RA	na	7.227195743	7.668925951	6.930094252	6.45479804	6.766311019	6.187716881	6.182575431	6.985437843	6.856817	5.613283381	6.425519636	6.467844302
cgd2_4300-RA	na	3.010884513	4.369463144	3.010884513	4.709538879	4.489304987	3.010884513	3.76842451	3.010884513	4.943216998	4.192457143	4.721855065	3.677302643
cgd2_4320-RA	na	5.739503338	5.056554028	6.2356561	5.686780226	5.203984388	5.462014094	5.555428773	5.573250018	5.187493604	6.644798154	5.97831686	4.754403979
cgd2_4330-RA	na	3.779408455	3.844513052	3.010884513	3.010884513	3.684873515	3.010884513	3.64546324	4.577797821	4.648976093	3.719397979	4.106407252	3.010884513
cgd2_4340-RA	na	5.885038906	6.151928238	6.505987324	5.58162849	6.486375601	5.68039417	6.369015295	6.308392469	6.251222218	5.613283381	6.174115075	6.747454734
cgd2_4350-RA	na	4.278151787	3.844513052	5.289839726	3.935662614	4.142445442	5.20457829	4.868587159	4.99056321	4.648976093	4.192457143	4.446703726	4.476275426
cgd2_4380-RA	na	5.577622184	5.520066618	5.469128481	4.896527863	5.203984388	4.489792337	5.654417813	5.794991581	6.354908021	5.756568305	5.623489969	4.131405811
cgd2_450-RA	na	4.942228651	5.056554028	5.469128481	5.468205933	4.768724174	4.89100757	4.974559434	3.010884513	5.396336689	5.275335925	4.952840553	4.131405811
cgd2_470-RA	na	3.779408455	4.369463144	4.846340699	3.546137356	3.010884513	3.932083313	4.868587159	3.010884513	4.278934887	4.192457143	4.446703726	4.476275426
cgd2_480-RA	na	3.779408455	3.844513052	4.846340699	4.242063963	3.684873515	3.010884513	3.64546324	3.997368832	3.779961752	4.192457143	5.482753432	4.754403979
cgd2_490-RA	na	6.353700583	6.84850035	6.331506138	6.121303544	5.927411123	5.20457829	7.244896806	7.072800005	6.354908021	7.506583649	8.458263215	8.66390781
cgd2_50-RA	na	5.186450583	4.753531578	4.560125758	5.784785814	5.380587788	3.010884513	5.120213681	3.997368832	3.010884513	4.192457143	5.623489969	6.388569369
cgd2_510-RA	na	3.779408455	3.844513052	3.726523662	3.935662614	3.010884513	3.932083313	3.76842451	4.577797821	3.010884513	3.719397979	4.952840553	4.754403979
cgd2_520-RA	na	3.010884513	3.010884513	3.726523662	3.546137356	3.010884513	3.010884513	4.176371886	3.997368832	3.010884513	3.010884513	4.106407252	4.131405811
cgd2_530-RA	na	4.278151787	3.010884513	3.726523662	3.010884513	3.684873515	4.489792337	4.563603517	5.573250018	5.187493604	5.454182522	4.106407252	5.364177671
cgd2_540-RA	na	4.278151787	4.369463144	3.726523662	3.010884513	4.768724174	3.010884513	3.88172386	3.010884513	3.779961752	3.719397979	3.010884513	4.476275426
cgd2_580-RA	na	4.942228651	5.056554028	5.77214752	4.896527863	5.927411123	3.932083313	5.654417813	5.31112632	5.578735597	5.275335925	5.751709507	6.019072212
cgd2_590-RA	na	4.648067155	4.753531578	5.628579063	4.709538879	4.768724174	3.010884513	4.922546094	5.987148323	4.943216998	5.071138554	5.751709507	5.521092207
cgd2_60-RA	na	6.706871814	7.478058057	7.440549954	7.355388718	7.248474961	6.562309264	7.442510288	6.308392469	7.114896262	7.465451477	7.614157833	7.479245868
cgd2_600-RA	na	5.885038906	4.753531578	5.469128481	6.044243698	5.00270712	5.462014094	5.411901548	6.308392469	4.943216998	6.116802857	5.97831686	5.18808976
cgd2_610-RA	na	3.010884513	3.010884513	3.010884513	4.242063963	5.00270712	3.932083313	4.868587159	3.010884513	4.278934887	4.548110207	4.721855065	3.010884513
cgd2_620-RA	na	6.138317333	6.492197259	5.90271311	5.962834376	5.679753584	4.489792337	5.942532065	6.308392469	6.354908021	6.569155951	5.623489969	6.869256976
cgd2_630-RA	na	5.885038906	4.369463144	5.469128481	5.468205933	6.701253146	6.037597039	5.942532065	5.987148323	5.187493604	6.404821258	6.174115075	6.542989103
cgd2_640-RA	na	3.779408455	3.844513052	4.560125758	4.494653587	4.768724174	3.010884513	4.563603517	3.010884513	5.740640739	3.010884513	5.326789012	4.476275426
cgd2_650-RA	na	5.186450583	3.844513052	4.202713186	3.010884513	4.142445442	3.010884513	4.262579904	3.010884513	4.943216998	3.719397979	5.151897008	4.987482059
cgd2_660-RA	na	4.648067155	3.010884513	4.560125758	3.935662614	4.768724174	3.010884513	3.88172386	3.010884513	3.010884513	4.548110207	4.446703726	4.131405811
cgd2_670-RA	na	4.648067155	3.844513052	3.010884513	4.242063963	3.684873515	3.010884513	3.76842451	3.010884513	4.278934887	4.192457143	4.106407252	3.010884513
cgd2_680-RA	na	5.186450583	4.753531578	3.726523662	4.242063963	3.684873515	5.20457829	4.343925749	4.577797821	3.010884513	4.192457143	3.660226329	5.521092207
cgd2_70-RA	na	4.942228651	4.753531578	4.846340699	4.242063963	4.489304987	4.89100757	4.974559434	3.010884513	3.010884513	4.548110207	6.174115075	4.987482059
cgd2_700-RA	na	3.779408455	3.844513052	5.085065539	5.062038298	5.203984388	4.89100757	4.693429679	4.99056321	3.779961752	4.833197758	5.326789012	5.18808976
cgd2_720-RA	na	5.739503338	5.520066618	5.77214752	6.330491219	5.537911431	5.462014094	6.369015295	6.156693393	6.018401941	6.31505567	6.82588674	6.467844302
cgd2_730-RA	na	4.278151787	4.753531578	5.628579063	5.686780226	4.489304987	4.89100757	5.33440203	4.99056321	4.943216998	4.192457143	4.952840553	4.131405811
cgd2_750-RA	na	3.779408455	3.844513052	3.010884513	4.242063963	3.010884513	3.010884513	4.693429679	4.577797821	3.010884513	5.071138554	4.721855065	3.677302643
cgd2_770-RA	na	4.278151787	3.844513052	4.846340699	4.494653587	5.537911431	3.932083313	3.76842451	3.010884513	3.779961752	4.192457143	4.106407252	4.476275426
cgd2_790-RA	na	9.697542828	9.332783189	10.09690633	9.811813451	9.940226946	9.744987213	9.939917423	9.232013544	9.44059605	8.870624342	7.680107279	8.365783656
cgd2_80-RA	na	3.779408455	5.056554028	3.726523662	3.010884513	4.142445442	3.010884513	3.511037221	4.577797821	3.779961752	3.010884513	4.106407252	4.476275426
cgd2_800-RA	na	4.648067155	3.010884513	3.726523662	4.242063963	4.489304987	3.010884513	5.252501832	3.997368832	4.648976093	4.548110207	4.106407252	4.131405811
cgd2_810-RA	na	5.186450583	5.056554028	5.289839726	5.062038298	5.380587788	4.489792337	5.520863291	4.99056321	5.740640739	6.31505567	3.660226329	4.754403979
cgd2_820-RA	na	6.353700583	6.681320506	6.421382869	6.569238701	7.154391638	7.105660009	7.015853118	7.233095095	7.054574371	7.506583649	7.509211603	7.273990745
cgd2_850-RA	na	6.017229167	6.38744507	6.331506138	6.953331051	6.888236266	6.668289744	6.481140155	5.794991581	6.708107905	7.288085586	6.82588674	6.542989103
cgd2_860-RA	na	4.648067155	4.753531578	5.628579063	4.896527863	4.142445442	4.489792337	5.373672122	4.577797821	5.740640739	6.116802857	5.151897008	4.131405811
cgd2_870-RA	na	4.942228651	3.844513052	4.560125758	4.494653587	5.00270712	3.010884513	4.262579904	4.99056321	3.010884513	3.719397979	4.446703726	3.010884513
cgd2_90-RA	na	5.577622184	5.056554028	5.628579063	5.210499987	5.00270712	4.489792337	5.449144043	3.997368832	5.187493604	4.833197758	5.482753432	5.662601784
cgd2_900-RA	na	4.942228651	5.520066618	4.560125758	5.962834376	5.203984388	5.20457829	5.252501832	5.31112632	5.396336689	5.275335925	6.079535064	5.364177671
cgd2_910-RA	na	3.779408455	3.010884513	4.202713186	3.546137356	3.010884513	3.010884513	4.42092872	4.577797821	4.648976093	3.010884513	4.446703726	4.131405811
cgd2_930-RA	na	3.779408455	3.010884513	6.022436784	3.010884513	3.684873515	4.489792337	4.868587159	4.577797821	3.779961752	3.010884513	3.660226329	4.476275426
cgd2_940-RA	na	5.885038906	6.274487278	5.628579063	6.774029538	5.927411123	6.037597039	6.114660735	5.31112632	6.542289855	7.030485683	6.500446016	6.019072212
cgd2_960-RA	na	3.010884513	3.010884513	4.560125758	4.494653587	4.142445442	3.932083313	4.343925749	3.997368832	3.779961752	4.192457143	4.721855065	3.677302643
cgd2_980-RA	na	3.779408455	3.844513052	4.846340699	4.242063963	3.684873515	3.010884513	3.9867697	3.010884513	3.779961752	3.010884513	4.106407252	3.677302643
cgd2_990-RA	na	5.739503338	6.151928238	5.289839726	6.330491219	5.380587788	6.037597039	5.942532065	4.99056321	5.396336689	4.192457143	5.623489969	5.909751403
Cgd3_2720-RA	na	3.779408455	4.369463144	4.202713186	4.494653587	4.142445442	3.010884513	3.76842451	4.577797821	4.278934887	3.010884513	4.721855065	3.677302643
cgd3_10-RA	na	5.186450583	4.369463144	4.202713186	4.896527863	5.00270712	4.89100757	4.494029121	3.997368832	3.779961752	5.071138554	4.446703726	4.987482059
cgd3_1020-RA	na	4.648067155	3.010884513	3.726523662	4.494653587	3.684873515	3.932083313	4.494029121	3.997368832	3.779961752	3.010884513	4.721855065	4.131405811
cgd3_1030-RA	na	4.648067155	3.844513052	3.010884513	3.546137356	4.429616604	3.932083313	4.086251952	3.010884513	3.010884513	3.010884513	5.103852558	4.754403979
cgd3_1050-RA	na	4.648067155	3.010884513	3.010884513	4.242063963	4.489304987	3.932083313	4.084683297	3.010884513	3.779961752	4.548110207	3.660226329	4.131405811
cgd3_1090-RA	na	3.779408455	3.844513052	3.010884513	3.010884513	4.142445442	3.010884513	3.010884513	3.010884513	5.187493604	3.010884513	5.751709507	4.131405811
cgd3_1110-RA	na	6.017229167	4.753531578	5.085065539	6.044243698	5.537911431	5.68039417	5.555428773	5.573250018	5.396336689	4.548110207	4.721855065	5.18808976
cgd3_1120-RA	na	4.278151787	3.010884513	3.010884513	3.935662614	4.489304987	3.010884513	3.9867697	4.577797821	4.278934887	4.192457143	3.660226329	3.010884513
cgd3_1173-RA	na	4.278151787	4.753531578	4.560125758	3.935662614	3.684873515	5.462014094	4.494029121	3.997368832	3.779961752	4.548110207	3.660226329	3.677302643
cgd3_1180-RA	na	7.767581597	7.668925951	7.783331557	7.22179142	6.766311019	6.946251006	7.533883731	8.476187555	7.877265789	8.042366775	7.803729826	8.629841519
cgd3_120-RA	na	4.278151787	3.844513052	4.202713186	3.935662614	4.142445442	4.489792337	4.42092872	3.997368832	4.648976093	4.192457143	4.106407252	3.677302643
cgd3_1220-RA	na	5.395253729	5.306845616	4.202713186	5.58162849	5.537911431	6.187716881	5.33440203	5.31112632	5.88619569	5.275335925	4.721855065	4.476275426
cgd3_1230-RA	na	4.278151787	3.844513052	4.202713186	4.709538879	3.010884513	4.89100757	3.9867697	4.577797821	3.779961752	4.192457143	4.721855065	4.476275426
cgd3_1240-RA	na	3.010884513	3.844513052	4.202713186	3.546137356	3.684873515	4.489792337	3.88172386	3.997368832	3.779961752	4.833197758	4.106407252	5.18808976
cgd3_1250-RA	na	5.395253729	5.705794666	5.628579063	5.686780226	6.036930245	5.462014094	5.747048743	5.794991581	4.278934887	5.613283381	5.482753432	5.18808976
cgd3_1260-RA	na	3.010884513	3.010884513	3.010884513	3.010884513	4.489304987	3.010884513	3.362786629	3.010884513	3.010884513	4.192457143	3.010884513	4.131405811
cgd3_1280-RA	na	5.395253729	4.753531578	5.085065539	4.494653587	4.768724174	4.89100757	5.33440203	3.997368832	5.187493604	5.454182522	4.952840553	4.131405811
cgd3_1290-RA	na	8.920085934	8.418733132	8.572796007	8.12732033	8.749708865	8.312054808	8.254185353	9.050223666	8.703002525	8.432171286	7.997133133	8.729718183
cgd3_130-RA	na	3.010884513	4.753531578	4.202713186	4.494653587	3.684873515	3.010884513	3.76842451	3.997368832	3.779961752	5.071138554	3.010884513	3.677302643
cgd3_1300-RA	na	8.242906293	8.092002827	7.396904137	7.969548102	7.982170275	7.609957846	7.549267173	7.307023598	7.978039991	8.150126896	7.647509364	7.553814169
cgd3_1330-RA	na	6.944027658	7.524349592	7.06366883	6.539736241	7.23226753	6.171424371	6.387267508	5.281125701	7.155426242	8.133981293	6.797286683	7.392394872
cgd3_1340-RA	na	4.942228651	4.753531578	5.289839726	5.210499987	5.380587788	4.489792337	5.024762615	4.577797821	4.648976093	4.833197758	4.952840553	4.754403979
cgd3_1350-RA	na	5.186450583	3.010884513	5.90271311	5.062038298	5.00270712	6.187716881	4.974559434	4.99056321	5.578735597	5.613283381	5.751709507	3.010884513
cgd3_1370-RA	na	3.010884513	3.010884513	4.560125758	3.010884513	3.010884513	3.010884513	4.262579904	3.010884513	3.010884513	4.192457143	5.482753432	5.18808976
cgd3_1380-RA	na	3.010884513	3.844513052	3.010884513	3.546137356	3.010884513	3.932083313	3.64546324	3.010884513	4.648976093	4.833197758	4.106407252	4.987482059
cgd3_1390-RA	na	5.739503338	4.369463144	5.085065539	4.896527863	3.010884513	3.932083313	3.9867697	3.997368832	3.010884513	5.071138554	3.660226329	5.364177671
cgd3_140-RA	na	3.010884513	3.010884513	3.726523662	3.010884513	3.010884513	4.489792337	3.9867697	3.010884513	4.278934887	4.548110207	4.106407252	5.909751403
cgd3_1400-RA	na	6.924541749	6.492197259	7.564083463	7.535111814	6.766311019	6.767014834	7.616287809	6.156693393	7.282061034	6.404821258	6.883009914	6.542989103
cgd3_1430-RA	na	5.577622184	3.844513052	4.202713186	4.896527863	4.142445442	5.870022649	4.084683297	3.997368832	3.779961752	5.275335925	4.721855065	5.18808976
cgd3_1450-RA	na	3.779408455	3.844513052	4.202713186	3.546137356	3.684873515	4.89100757	3.76842451	3.010884513	5.396336689	3.719397979	3.660226329	4.476275426
cgd3_1460-RA	na	4.942228651	4.369463144	5.289839726	5.210499987	5.203984388	5.20457829	5.294033026	4.99056321	4.648976093	5.071138554	4.721855065	5.791462568
cgd3_1470-RA	na	4.278151787	3.844513052	4.846340699	5.062038298	4.142445442	3.010884513	4.343925749	3.997368832	5.187493604	4.548110207	4.106407252	4.476275426
cgd3_1480-RA	na	3.010884513	3.010884513	3.726523662	4.242063963	3.010884513	4.489792337	3.9867697	3.997368832	4.278934887	4.192457143	4.106407252	4.476275426
cgd3_1510-RA	na	4.942228651	5.520066618	5.289839726	4.494653587	4.142445442	4.489792337	4.084683297	4.577797821	4.648976093	3.010884513	3.660226329	3.677302643
cgd3_1520-RA	na	3.779408455	5.306845616	3.726523662	4.709538879	3.010884513	3.932083313	3.64546324	3.010884513	4.278934887	4.192457143	3.660226329	4.131405811
cgd3_1530-RA	na	4.278151787	3.010884513	4.202713186	3.010884513	3.684873515	3.932083313	4.494029121	4.577797821	4.943216998	4.548110207	5.326789012	4.131405811
cgd3_1540-RA	na	6.990365306	5.056554028	6.505987324	6.569238701	6.892978248	5.870022649	6.534095499	5.794991581	5.749159333	5.756568305	4.721855065	5.662601784
cgd3_1550-RA	na	3.010884513	4.753531578	3.726523662	3.546137356	5.203984388	4.489792337	4.42092872	3.997368832	3.779961752	3.010884513	4.446703726	4.131405811
cgd3_1570-RA	na	8.396471073	8.418733132	8.060102703	8.050589876	8.009299947	7.80844985	7.944358616	8.306338676	8.373292236	7.863944842	7.971024622	8.093210124
cgd3_1580-RA	na	4.278151787	3.844513052	4.560125758	5.062038298	3.010884513	3.932083313	4.812531402	5.31112632	4.943216998	4.192457143	4.721855065	4.754403979
cgd3_1590-RA	na	3.779408455	3.010884513	4.202713186	3.010884513	4.768724174	4.489792337	4.084683297	3.997368832	3.010884513	4.192457143	3.660226329	3.677302643
cgd3_160-RA	na	3.010884513	3.010884513	3.010884513	3.546137356	3.010884513	4.489792337	4.629976465	4.99056321	3.010884513	4.548110207	5.869457833	4.987482059
cgd3_1600-RA	na	4.942228651	5.520066618	5.469128481	4.896527863	5.537911431	4.489792337	5.373672122	4.99056321	5.396336689	5.275335925	3.010884513	6.019072212
cgd3_1610-RA	na	5.186450583	3.010884513	4.846340699	5.062038298	4.768724174	3.010884513	3.9867697	3.010884513	4.648976093	3.719397979	4.446703726	4.476275426
cgd3_1620-RA	na	5.186450583	5.306845616	5.77214752	4.709538879	5.380587788	3.932083313	5.485449284	4.577797821	4.943216998	5.071138554	5.326789012	5.521092207
cgd3_1630-RA	na	3.010884513	3.010884513	3.726523662	3.010884513	4.142445442	3.010884513	3.64546324	3.997368832	4.943216998	4.192457143	4.446703726	3.677302643
cgd3_1640-RA	na	4.278151787	4.369463144	3.010884513	3.546137356	3.010884513	3.010884513	3.511037221	3.010884513	4.648976093	3.010884513	4.106407252	4.131405811
cgd3_1650-RA	na	4.278151787	5.705794666	5.469128481	4.709538879	6.036930245	6.447921793	5.209739543	5.573250018	5.578735597	5.454182522	5.751709507	5.521092207
