NAME	DESCRIPTION	WT_Ctrl_rep_1	WT_Ctrl_rep_2	WT_Ctrl_rep_3	WT_Rap_rep_1	WT_Rap_rep_2	WT_Rap_rep_3	AP2_F_Ctrl_rep_1	AP2_F_Ctrl_rep_2	AP2_F_Ctrl_rep_3	AP2_F_Rap_rep_1	AP2_F_Rap_rep_2	AP2_F_Rap_rep_3
cgd1_1000-RA	na	4.648067155	3.010884513	3.010884513	3.010884513	3.684873515	3.010884513	3.76842451	3.010884513	4.648976093	3.719397979	4.446703726	3.010884513
cgd1_1010-RA	na	4.942228651	3.010884513	4.202713186	3.546137356	3.010884513	3.010884513	3.88172386	3.010884513	3.779961752	4.548110207	3.010884513	4.754403979
cgd1_1040-RA	na	5.186450583	4.369463144	4.846340699	4.896527863	4.768724174	4.489792337	4.693429679	5.573250018	3.010884513	4.548110207	4.106407252	3.677302643
cgd1_1063-RA	na	3.779408455	3.844513052	4.202713186	3.754006642	4.326274405	3.932083313	4.176371886	3.586850643	4.278934887	4.381215481	4.106407252	3.38223573
cgd1_1070-RA	na	3.779408455	3.844513052	4.202713186	3.754006642	4.326274405	3.932083313	4.176371886	3.586850643	4.278934887	4.381215481	4.106407252	3.38223573
cgd1_1090-RA	na	3.010884513	3.010884513	3.010884513	4.242063963	3.684873515	3.932083313	3.9867697	4.577797821	3.779961752	3.010884513	3.660226329	3.010884513
cgd1_1100-RA	na	6.990365306	6.492197259	7.440549954	6.725492182	6.701253146	6.767014834	7.53201398	6.308392469	7.333738846	6.404821258	6.262874267	6.304683762
cgd1_1110-RA	na	6.017229167	5.520066618	5.77214752	3.935662614	5.00270712	4.489792337	6.247436272	5.31112632	5.396336689	4.548110207	5.623489969	5.662601784
cgd1_1120-RA	na	4.648067155	3.844513052	3.726523662	4.494653587	3.010884513	3.932083313	4.629976465	4.99056321	4.943216998	4.192457143	5.751709507	4.987482059
cgd1_1140-RA	na	5.577622184	5.705794666	5.77214752	5.876555061	5.927411123	5.20457829	6.268424343	6.308392469	6.856817	5.886899387	6.425519636	6.614412896
cgd1_1150-RA	na	5.186450583	5.306845616	5.77214752	5.210499987	5.380587788	3.932083313	4.974559434	3.997368832	5.187493604	5.613283381	4.952840553	5.18808976
cgd1_1160-RA	na	5.186450583	5.056554028	4.202713186	4.242063963	4.768724174	4.489792337	5.165670937	4.577797821	5.396336689	4.192457143	4.721855065	4.131405811
cgd1_1170-RA	na	4.278151787	4.753531578	3.010884513	4.709538879	5.380587788	5.462014094	5.294033026	3.997368832	3.779961752	4.192457143	5.751709507	4.754403979
cgd1_1180-RA	na	6.450423026	6.151928238	5.90271311	6.044243698	5.679753584	6.668289744	6.585175697	6.445647204	6.45163902	5.886899387	5.623489969	5.18808976
cgd1_1200-RA	na	4.278151787	5.056554028	5.085065539	3.010884513	3.684873515	4.489792337	3.76842451	4.577797821	3.779961752	3.010884513	4.106407252	4.131405811
cgd1_1220-RA	na	4.942228651	4.369463144	4.846340699	3.546137356	3.684873515	3.932083313	5.209739543	4.99056321	4.943216998	5.886899387	5.97831686	5.662601784
cgd1_1240-RA	na	4.278151787	3.010884513	4.560125758	4.242063963	4.142445442	4.489792337	4.176371886	3.010884513	4.943216998	3.719397979	3.660226329	4.476275426
cgd1_1250-RA	na	5.577622184	5.520066618	5.469128481	5.876555061	5.927411123	5.870022649	5.861973678	5.987148323	4.278934887	5.756568305	3.010884513	5.18808976
cgd1_1260-RA	na	3.779408455	4.753531578	3.726523662	3.935662614	4.142445442	4.489792337	3.010884513	4.99056321	3.779961752	4.192457143	3.010884513	3.010884513
cgd1_1270-RA	na	6.855570791	5.705794666	6.022436784	5.876555061	5.679753584	6.187716881	6.091292966	6.156693393	6.018401941	5.071138554	5.151897008	4.476275426
cgd1_1280-RA	na	4.278151787	5.056554028	4.560125758	6.044243698	5.203984388	5.68039417	5.33440203	4.99056321	5.740640739	5.886899387	5.326789012	4.476275426
cgd1_1290-RA	na	5.395253729	5.056554028	5.289839726	4.242063963	5.203984388	5.870022649	5.555428773	5.794991581	5.578735597	4.192457143	5.151897008	3.677302643
cgd1_130-RA	na	3.779408455	3.010884513	3.010884513	3.010884513	3.010884513	3.932083313	4.084683297	3.010884513	3.010884513	4.192457143	3.660226329	4.754403979
cgd1_1310-RA	na	3.779408455	4.753531578	3.010884513	4.242063963	4.489304987	4.489792337	4.563603517	4.577797821	3.779961752	4.833197758	3.660226329	4.131405811
cgd1_1330-RA	na	3.010884513	5.870316732	5.469128481	4.494653587	4.768724174	4.489792337	5.165670937	3.997368832	6.251222218	5.275335925	4.952840553	4.476275426
cgd1_1340-RA	na	3.779408455	3.844513052	3.010884513	3.010884513	3.010884513	3.010884513	3.88172386	3.997368832	3.010884513	3.010884513	4.952840553	4.131405811
cgd1_1350-RA	na	3.010884513	3.844513052	3.726523662	4.242063963	3.010884513	3.010884513	3.88172386	3.010884513	3.010884513	3.010884513	4.106407252	3.677302643
cgd1_1360-RA	na	3.779408455	3.844513052	3.726523662	3.546137356	3.684873515	3.932083313	4.084683297	3.997368832	4.648976093	3.010884513	3.010884513	4.476275426
cgd1_1370-RA	na	3.010884513	3.844513052	4.202713186	4.494653587	4.489304987	3.932083313	3.362786629	3.997368832	3.010884513	4.548110207	3.010884513	3.677302643
cgd1_1380-RA	na	4.648067155	3.010884513	3.010884513	4.896527863	4.489304987	3.932083313	4.563603517	5.573250018	3.779961752	4.548110207	4.106407252	4.987482059
cgd1_1390-RA	na	3.010884513	3.010884513	4.560125758	4.242063963	5.537911431	4.89100757	4.343925749	4.577797821	4.648976093	3.719397979	4.106407252	4.754403979
cgd1_1400-RA	na	5.395253729	4.753531578	4.846340699	4.494653587	4.768724174	4.89100757	5.33440203	4.99056321	5.187493604	5.756568305	6.500446016	6.120689503
cgd1_1410-RA	na	3.010884513	4.369463144	4.202713186	3.010884513	3.684873515	3.932083313	4.084683297	4.577797821	3.779961752	4.192457143	4.446703726	4.131405811
cgd1_1460-RA	na	5.395253729	4.753531578	6.022436784	4.896527863	5.203984388	4.89100757	5.373672122	4.99056321	4.278934887	4.833197758	4.446703726	4.476275426
cgd1_1490-RA	na	3.779408455	4.369463144	3.726523662	4.494653587	3.684873515	3.010884513	3.9867697	3.997368832	3.010884513	3.010884513	4.106407252	4.476275426
cgd1_1500-RA	na	5.577622184	4.753531578	4.560125758	4.709538879	4.489304987	5.20457829	4.868587159	4.577797821	4.278934887	4.192457143	4.721855065	4.131405811
cgd1_1510-RA	na	6.626349723	5.870316732	7.440549954	6.623225554	6.633122394	6.447921793	7.608078529	6.570970729	7.172796877	6.116802857	6.766408206	5.364177671
cgd1_1520-RA	na	6.541066345	7.067749039	7.156356185	6.393983045	6.888236266	6.323677733	6.444724931	6.570970729	6.627579884	7.465451477	6.93795719	6.542989103
cgd1_1530-RA	na	3.779408455	4.369463144	3.010884513	3.546137356	3.684873515	4.489792337	3.88172386	3.010884513	5.578735597	3.719397979	4.721855065	3.677302643
cgd1_1540-RA	na	4.278151787	3.010884513	5.085065539	4.709538879	4.142445442	3.932083313	4.629976465	3.010884513	3.779961752	5.275335925	3.010884513	5.18808976
cgd1_1550-RA	na	4.278151787	3.010884513	4.560125758	4.242063963	5.00270712	3.010884513	4.693429679	3.010884513	4.943216998	4.548110207	4.446703726	4.131405811
cgd1_1560-RA	na	4.942228651	5.870316732	5.085065539	4.242063963	5.203984388	5.462014094	5.024762615	4.99056321	4.943216998	5.071138554	5.151897008	4.754403979
cgd1_1570-RA	na	6.138317333	5.306845616	4.846340699	5.876555061	5.80889005	4.89100757	5.449144043	3.010884513	5.740640739	5.454182522	4.721855065	5.18808976
cgd1_1580-RA	na	7.332466406	7.19735064	7.207781553	7.150047513	6.888236266	6.447921793	6.858655534	6.445647204	6.856817	7.030485683	6.883009914	7.085770565
cgd1_1590-RA	na	3.779408455	5.056554028	4.560125758	5.210499987	5.00270712	4.89100757	4.563603517	4.99056321	4.648976093	4.833197758	4.952840553	5.791462568
cgd1_1600-RA	na	3.010884513	4.753531578	3.726523662	4.896527863	3.010884513	5.20457829	3.9867697	4.577797821	3.010884513	4.833197758	3.660226329	4.131405811
cgd1_1610-RA	na	3.779408455	3.844513052	3.010884513	3.546137356	4.489304987	3.010884513	4.494029121	4.577797821	4.278934887	3.010884513	3.010884513	3.010884513
cgd1_1620-RA	na	3.010884513	3.010884513	3.726523662	3.935662614	4.489304987	4.489792337	3.76842451	3.010884513	3.010884513	3.719397979	3.010884513	4.131405811
cgd1_1630-RA	na	4.278151787	3.844513052	3.726523662	3.546137356	4.768724174	3.010884513	3.511037221	3.997368832	3.779961752	4.192457143	4.952840553	3.677302643
cgd1_1640-RA	na	3.779408455	3.844513052	4.560125758	4.709538879	3.684873515	3.010884513	3.76842451	3.010884513	3.010884513	3.010884513	4.106407252	4.476275426
cgd1_1660-RA	na	5.577622184	4.753531578	5.085065539	5.210499987	4.142445442	4.89100757	4.693429679	4.577797821	5.396336689	5.071138554	4.721855065	5.18808976
cgd1_1670-RA	na	3.010884513	3.844513052	3.010884513	3.546137356	3.010884513	3.932083313	4.176371886	3.010884513	3.010884513	3.010884513	4.721855065	5.521092207
cgd1_1680-RA	na	5.885038906	3.844513052	4.846340699	5.345099518	5.679753584	4.489792337	5.805655272	4.577797821	4.648976093	3.719397979	4.952840553	3.677302643
cgd1_1690-RA	na	4.278151787	3.010884513	4.560125758	4.709538879	5.00270712	4.89100757	5.622170287	4.577797821	4.278934887	4.548110207	4.952840553	4.754403979
cgd1_1700-RA	na	6.017229167	5.870316732	6.585903933	5.962834376	5.380587788	6.037597039	5.88932934	5.573250018	5.187493604	5.613283381	5.97831686	6.304683762
cgd1_1720-RA	na	6.138317333	4.369463144	6.022436784	5.345099518	6.233796691	5.870022649	5.83408927	5.794991581	4.648976093	6.006425873	5.151897008	6.467844302
cgd1_1730-RA	na	7.113634789	6.76733068	6.867513966	7.150047513	7.293311554	7.179211696	6.758368367	6.892442534	6.784377671	6.913018736	7.315317555	6.809640897
cgd1_1790-RA	na	3.779408455	3.010884513	3.726523662	4.242063963	3.684873515	3.010884513	4.176371886	3.010884513	3.010884513	3.010884513	3.010884513	4.131405811
cgd1_180-RA	na	3.010884513	3.010884513	3.010884513	4.242063963	3.010884513	3.932083313	3.76842451	3.010884513	4.278934887	4.192457143	4.106407252	4.131405811
cgd1_1830-RA	na	3.779408455	5.870316732	5.469128481	5.345099518	5.00270712	5.20457829	4.754209247	4.577797821	5.88619569	4.833197758	5.326789012	5.18808976
cgd1_1840-RA	na	4.942228651	4.369463144	4.202713186	5.686780226	5.537911431	5.20457829	4.754209247	4.577797821	4.648976093	5.454182522	3.660226329	5.521092207
cgd1_1890-RA	na	4.648067155	4.753531578	4.202713186	4.242063963	3.010884513	3.010884513	4.343925749	4.577797821	4.278934887	5.071138554	3.660226329	4.131405811
cgd1_1900-RA	na	4.278151787	3.010884513	4.202713186	4.242063963	5.537911431	3.932083313	4.563603517	4.99056321	3.779961752	3.010884513	3.660226329	4.476275426
cgd1_1920-RA	na	4.648067155	3.010884513	4.560125758	3.546137356	4.142445442	3.010884513	3.76842451	3.010884513	3.010884513	4.192457143	4.952840553	3.677302643
cgd1_1930-RA	na	4.278151787	3.010884513	3.010884513	4.709538879	3.684873515	3.010884513	4.176371886	3.010884513	3.779961752	3.010884513	3.010884513	4.131405811
cgd1_1950-RA	na	4.942228651	3.010884513	4.846340699	4.242063963	5.00270712	5.20457829	4.754209247	3.997368832	4.943216998	5.071138554	5.151897008	5.18808976
cgd1_1970-RA	na	4.648067155	3.010884513	4.560125758	5.062038298	5.00270712	3.932083313	4.693429679	4.577797821	4.648976093	3.010884513	4.106407252	4.131405811
cgd1_1980-RA	na	4.648067155	3.844513052	3.726523662	4.494653587	3.684873515	3.010884513	3.511037221	3.010884513	3.010884513	3.010884513	3.660226329	4.476275426
cgd1_1990-RA	na	3.779408455	3.010884513	3.726523662	3.546137356	4.142445442	3.932083313	3.9867697	3.010884513	3.010884513	3.010884513	4.952840553	4.476275426
cgd1_2000-RA	na	4.278151787	5.056554028	4.202713186	4.242063963	3.684873515	5.20457829	4.754209247	3.997368832	4.278934887	5.071138554	5.751709507	4.131405811
cgd1_2010-RA	na	3.779408455	4.753531578	4.846340699	5.062038298	4.489304987	5.20457829	5.33440203	3.997368832	4.943216998	4.833197758	5.326789012	5.18808976
cgd1_203-RA	na	3.010884513	4.369463144	3.010884513	3.546137356	3.010884513	3.932083313	3.64546324	3.010884513	4.648976093	4.548110207	4.106407252	3.677302643
cgd1_2030-RA	na	3.779408455	4.369463144	4.846340699	3.546137356	5.203984388	4.89100757	4.754209247	4.577797821	4.648976093	5.071138554	5.151897008	4.754403979
cgd1_2040-RA	na	8.444229864	8.124958673	8.703943116	8.789711617	8.812664128	8.466936044	8.880222275	8.443779918	8.373292236	8.366659391	7.889738513	7.989566866
cgd1_2060-RA	na	4.942228651	3.844513052	4.202713186	4.709538879	4.768724174	3.010884513	4.922546094	5.31112632	5.396336689	4.192457143	5.751709507	4.131405811
cgd1_2120-RA	na	3.010884513	4.753531578	4.202713186	4.896527863	3.684873515	3.010884513	3.9867697	4.99056321	3.779961752	3.010884513	4.106407252	4.476275426
cgd1_2130-RA	na	5.577622184	5.520066618	5.90271311	4.896527863	5.679753584	5.20457829	5.33440203	4.99056321	6.139503522	4.833197758	5.151897008	5.364177671
cgd1_2140-RA	na	3.010884513	4.753531578	3.726523662	3.546137356	3.684873515	3.010884513	4.494029121	3.010884513	3.010884513	3.010884513	3.660226329	4.131405811
cgd1_2150-RA	na	4.278151787	3.844513052	3.726523662	4.494653587	4.142445442	3.932083313	4.812531402	4.577797821	5.187493604	3.010884513	3.010884513	4.131405811
cgd1_2160-RA	na	4.278151787	4.753531578	4.202713186	4.709538879	3.684873515	3.010884513	4.262579904	4.577797821	4.278934887	3.010884513	3.010884513	4.131405811
cgd1_2170-RA	na	3.010884513	3.010884513	4.560125758	3.010884513	3.010884513	3.010884513	3.88172386	3.997368832	4.278934887	4.192457143	4.106407252	3.010884513
cgd1_2180-RA	na	3.010884513	3.010884513	3.726523662	4.242063963	4.768724174	3.010884513	3.511037221	3.997368832	3.010884513	4.192457143	4.446703726	4.754403979
cgd1_220-RA	na	3.010884513	3.844513052	4.202713186	3.935662614	4.489304987	3.010884513	3.9867697	4.577797821	3.010884513	3.010884513	4.106407252	3.677302643
cgd1_2220-RA	na	4.942228651	5.056554028	4.560125758	4.242063963	5.380587788	3.010884513	5.024762615	4.99056321	4.648976093	4.548110207	5.151897008	4.131405811
cgd1_2230-RA	na	4.648067155	3.844513052	5.085065539	4.709538879	4.142445442	4.489792337	4.176371886	4.99056321	3.779961752	4.833197758	3.660226329	5.18808976
cgd1_2240-RA	na	3.010884513	3.010884513	4.202713186	3.010884513	3.684873515	3.010884513	3.511037221	3.010884513	3.010884513	4.833197758	4.952840553	4.131405811
cgd1_2250-RA	na	5.186450583	3.010884513	3.010884513	3.935662614	3.684873515	4.489792337	3.88172386	3.997368832	3.010884513	3.010884513	3.010884513	3.010884513
cgd1_2270-RA	na	4.648067155	6.017982862	5.77214752	5.686780226	4.768724174	3.932083313	5.209739543	5.31112632	5.396336689	5.886899387	5.151897008	5.662601784
cgd1_230-RA	na	4.278151787	3.010884513	4.202713186	3.935662614	4.768724174	4.489792337	4.262579904	3.997368832	3.779961752	3.719397979	4.721855065	4.131405811
cgd1_2320-RA	na	5.577622184	5.520066618	5.90271311	6.330491219	5.80889005	5.20457829	5.776649583	4.99056321	4.943216998	6.116802857	3.010884513	6.747454734
cgd1_2330-RA	na	3.010884513	3.010884513	3.010884513	3.010884513	3.684873515	3.010884513	3.362786629	3.010884513	3.010884513	4.192457143	5.151897008	4.476275426
cgd1_2350-RA	na	3.010884513	3.010884513	3.726523662	4.242063963	3.010884513	3.010884513	3.010884513	3.997368832	3.010884513	3.010884513	4.721855065	4.476275426
cgd1_2360-RA	na	5.186450583	5.306845616	5.085065539	4.709538879	5.679753584	3.932083313	4.754209247	4.577797821	4.943216998	4.192457143	5.151897008	5.662601784
cgd1_2370-RA	na	3.010884513	3.010884513	3.010884513	3.935662614	4.489304987	3.010884513	4.176371886	3.010884513	3.779961752	4.192457143	4.952840553	3.010884513
cgd1_2400-RA	na	6.541066345	6.76733068	6.733569255	6.91055123	7.104944422	5.870022649	6.650585569	6.156693393	6.627579884	6.569155951	6.262874267	5.791462568
cgd1_2410-RA	na	3.779408455	3.010884513	4.560125758	3.546137356	3.010884513	4.489792337	3.362786629	4.577797821	3.010884513	3.010884513	3.010884513	4.131405811
cgd1_2420-RA	na	4.648067155	5.056554028	3.726523662	3.935662614	4.142445442	3.010884513	4.176371886	3.010884513	3.010884513	4.548110207	4.952840553	4.476275426
cgd1_2450-RA	na	4.942228651	3.844513052	5.289839726	5.062038298	4.142445442	4.489792337	4.084683297	3.010884513	3.779961752	4.548110207	3.010884513	3.677302643
cgd1_2460-RA	na	5.395253729	4.753531578	5.085065539	5.876555061	4.142445442	4.489792337	4.563603517	3.997368832	5.396336689	5.071138554	5.151897008	4.987482059
cgd1_2490-RA	na	5.739503338	3.844513052	5.90271311	4.896527863	4.768724174	4.89100757	4.868587159	3.997368832	5.578735597	4.548110207	4.952840553	4.987482059
cgd1_250-RA	na	4.942228651	4.753531578	3.726523662	3.935662614	4.489304987	3.010884513	4.084683297	4.99056321	5.740640739	5.454182522	3.010884513	3.677302643
cgd1_2550-RA	na	3.010884513	3.010884513	3.010884513	3.010884513	4.142445442	3.932083313	4.084683297	3.010884513	3.779961752	4.192457143	4.952840553	4.754403979
cgd1_2570-RA	na	4.278151787	3.010884513	4.202713186	4.242063963	4.142445442	3.010884513	4.176371886	3.010884513	3.010884513	4.192457143	4.952840553	4.476275426
cgd1_260-RA	na	3.010884513	3.010884513	3.010884513	3.010884513	4.142445442	4.89100757	4.42092872	3.997368832	4.278934887	5.275335925	5.751709507	3.677302643
cgd1_2620-RA	na	5.186450583	3.010884513	4.560125758	4.709538879	3.684873515	5.20457829	3.9867697	5.31112632	3.779961752	4.548110207	3.660226329	4.754403979
cgd1_2630-RA	na	3.010884513	3.010884513	3.726523662	3.935662614	3.010884513	4.489792337	3.76842451	3.010884513	3.010884513	4.192457143	4.446703726	4.987482059
cgd1_2670-RA	na	3.779408455	3.844513052	3.726523662	3.546137356	3.684873515	3.932083313	3.88172386	3.997368832	3.010884513	5.275335925	4.952840553	4.476275426
cgd1_2680-RA	na	4.648067155	4.369463144	3.726523662	3.935662614	4.142445442	3.932083313	3.88172386	3.010884513	3.779961752	3.719397979	4.106407252	3.010884513
cgd1_2700-RA	na	3.010884513	3.844513052	3.010884513	3.546137356	4.142445442	4.89100757	4.084683297	4.577797821	3.779961752	4.833197758	4.106407252	4.476275426
cgd1_2710-RA	na	3.010884513	4.753531578	3.726523662	4.494653587	4.142445442	3.932083313	3.88172386	3.010884513	3.779961752	3.010884513	3.660226329	4.476275426
cgd1_2720-RA	na	3.010884513	5.306845616	4.560125758	3.010884513	4.768724174	5.20457829	4.629976465	3.997368832	4.943216998	4.833197758	5.326789012	5.909751403
cgd1_2730-RA	na	6.138317333	7.258031813	6.733569255	7.150047513	7.202200103	6.323677733	6.551323965	5.794991581	6.627579884	7.085816911	7.773701776	6.467844302
cgd1_2740-RA	na	4.648067155	4.753531578	4.560125758	4.709538879	5.679753584	4.89100757	4.868587159	4.99056321	3.010884513	5.886899387	5.751709507	4.476275426
cgd1_2760-RA	na	5.739503338	3.844513052	4.202713186	4.709538879	4.489304987	5.20457829	4.629976465	3.997368832	5.578735597	4.548110207	4.446703726	4.131405811
cgd1_2770-RA	na	5.395253729	5.056554028	5.085065539	4.896527863	5.380587788	5.68039417	5.294033026	4.577797821	4.648976093	6.219332035	4.721855065	3.677302643
cgd1_2790-RA	na	3.779408455	3.844513052	3.010884513	3.010884513	4.489304987	3.010884513	3.64546324	3.010884513	3.779961752	4.833197758	4.446703726	4.131405811
cgd1_280-RA	na	5.739503338	5.705794666	4.846340699	5.876555061	6.322994159	5.20457829	6.226138357	5.573250018	6.139503522	6.006425873	5.326789012	5.909751403
cgd1_2830-RA	na	4.278151787	3.010884513	4.202713186	4.242063963	4.142445442	3.932083313	3.88172386	3.010884513	3.779961752	3.010884513	4.106407252	3.677302643
cgd1_2850-RA	na	4.942228651	4.753531578	3.010884513	4.242063963	4.768724174	3.010884513	4.693429679	4.99056321	4.648976093	5.613283381	4.721855065	4.131405811
cgd1_2870-RA	na	4.278151787	3.010884513	3.010884513	3.935662614	4.768724174	3.010884513	3.9867697	3.997368832	3.010884513	4.192457143	4.446703726	3.677302643
cgd1_2880-RA	na	8.420548085	8.279310642	8.218925427	8.335697348	8.035928851	8.174940227	8.408690357	8.410627538	8.010158238	8.410662841	8.651474003	9.121640343
cgd1_2890-RA	na	5.186450583	3.844513052	4.202713186	4.896527863	5.203984388	3.010884513	4.343925749	3.010884513	4.278934887	4.548110207	5.151897008	5.521092207
cgd1_290-RA	na	3.779408455	5.520066618	5.289839726	4.494653587	4.768724174	4.89100757	4.262579904	5.31112632	3.779961752	4.192457143	5.623489969	4.987482059
cgd1_2960-RA	na	4.648067155	5.306845616	5.085065539	5.062038298	5.00270712	5.20457829	5.120213681	5.31112632	4.648976093	4.548110207	4.721855065	6.019072212
cgd1_2970-RA	na	3.010884513	3.844513052	3.010884513	3.935662614	4.142445442	5.20457829	3.9867697	4.577797821	4.278934887	4.192457143	3.660226329	4.754403979
cgd1_2980-RA	na	3.779408455	4.753531578	5.628579063	4.896527863	4.142445442	3.932083313	5.33440203	5.31112632	5.187493604	5.886899387	5.151897008	5.791462568
cgd1_300-RA	na	5.186450583	3.844513052	5.085065539	4.896527863	5.80889005	4.89100757	4.563603517	3.997368832	4.278934887	4.833197758	3.660226329	5.364177671
cgd1_3000-RA	na	6.250024613	6.151928238	6.331506138	6.330491219	6.322994159	6.187716881	5.83408927	5.794991581	6.018401941	6.785132812	6.174115075	5.791462568
cgd1_3010-RA	na	4.278151787	3.010884513	4.846340699	3.010884513	5.203984388	4.89100757	5.209739543	3.010884513	5.396336689	4.192457143	5.151897008	5.364177671
cgd1_3020-RA	na	8.347076992	8.391905749	8.824155509	8.741707832	8.504832659	8.376016007	8.573754701	8.739120457	9.081120677	9.404397694	8.618215062	9.03318373
cgd1_3030-RA	na	3.010884513	5.056554028	4.846340699	4.709538879	5.203984388	3.932083313	5.411901548	4.577797821	4.278934887	4.833197758	5.482753432	5.662601784
cgd1_3040-RA	na	6.855570791	6.925345442	6.505987324	6.675264835	6.701253146	6.946251006	7.028211381	5.987148323	6.925792308	6.716671149	6.57167246	7.273990745
cgd1_3050-RA	na	3.779408455	3.844513052	4.560125758	3.010884513	3.684873515	3.010884513	4.693429679	3.010884513	4.648976093	5.071138554	4.952840553	4.476275426
cgd1_3060-RA	na	3.010884513	4.753531578	3.726523662	3.546137356	4.489304987	3.010884513	4.176371886	3.997368832	3.779961752	5.275335925	5.326789012	5.18808976
cgd1_3070-RA	na	4.278151787	3.844513052	3.726523662	3.546137356	3.684873515	4.489792337	4.494029121	3.997368832	4.278934887	4.548110207	5.151897008	4.131405811
cgd1_310-RA	na	4.648067155	3.010884513	4.560125758	4.242063963	4.489304987	5.462014094	4.262579904	4.577797821	3.010884513	3.719397979	3.660226329	4.131405811
cgd1_3100-RA	na	3.779408455	3.010884513	3.010884513	4.242063963	3.010884513	4.489792337	3.362786629	3.010884513	3.010884513	3.010884513	3.660226329	4.131405811
cgd1_3120-RA	na	5.739503338	4.369463144	5.628579063	5.58162849	5.203984388	6.187716881	5.520863291	4.99056321	4.278934887	4.192457143	5.151897008	5.521092207
cgd1_3130-RA	na	6.017229167	6.925345442	6.421382869	7.074548285	5.80889005	7.105660009	6.182575431	5.31112632	4.943216998	5.756568305	5.623489969	5.662601784
cgd1_3140-RA	na	5.577622184	4.369463144	5.469128481	4.709538879	4.768724174	3.932083313	5.33440203	3.997368832	3.779961752	4.192457143	5.97831686	4.476275426
cgd1_3160-RA	na	3.010884513	3.010884513	3.010884513	3.010884513	5.197367495	3.010884513	3.913613144	5.036470429	3.010884513	3.010884513	4.152812832	4.596016237
cgd1_3170-RA	na	6.353908651	6.589855693	7.049316308	5.58186779	6.039333583	6.323976343	6.184075092	5.799772322	6.709737914	6.645794041	5.328356577	5.909751403
cgd1_3180-RA	na	3.010884513	3.844513052	3.010884513	4.242063963	3.010884513	3.010884513	4.176371886	3.997368832	3.010884513	3.010884513	3.660226329	4.131405811
cgd1_320-RA	na	4.648067155	4.753531578	4.560125758	4.494653587	3.010884513	3.010884513	4.42092872	3.010884513	3.779961752	5.071138554	4.106407252	5.18808976
cgd1_3210-RA	na	3.010884513	3.010884513	3.010884513	3.935662614	4.142445442	3.932083313	4.176371886	4.99056321	3.779961752	3.010884513	4.106407252	4.131405811
cgd1_3230-RA	na	4.648067155	4.369463144	5.628579063	5.062038298	4.508542216	4.89100757	4.65875514	4.577797821	3.779961752	6.166148398	4.952840553	5.265863492
cgd1_3240-RA	na	5.395253729	6.017982862	5.90271311	4.242063963	4.768724174	5.462014094	5.209739543	4.577797821	5.187493604	4.192457143	5.623489969	5.18808976
cgd1_3250-RA	na	3.010884513	3.010884513	3.010884513	4.494653587	3.684873515	3.010884513	4.693429679	5.573250018	3.779961752	4.192457143	5.326789012	4.476275426
cgd1_3270-RA	na	3.779408455	5.008651862	5.289839726	4.709538879	4.511604628	3.932083313	4.516841018	3.010884513	3.010884513	4.84863195	4.446703726	5.278651431
cgd1_3290-RA	na	4.278151787	4.753531578	3.726523662	4.494653587	5.203984388	3.010884513	4.693429679	3.010884513	4.278934887	3.719397979	5.326789012	4.476275426
cgd1_330-RA	na	7.976743434	7.372235417	7.396904137	8.2001751	8.112987703	8.023412366	7.911379789	7.444402615	7.805758756	8.070070745	7.434751	7.229187413
cgd1_3300-RA	na	3.010884513	3.010884513	3.010884513	3.546137356	3.010884513	3.932083313	3.362786629	3.010884513	3.010884513	4.548110207	4.721855065	4.476275426
cgd1_3340-RA	na	4.648067155	5.520066618	5.085065539	4.709538879	5.00270712	5.68039417	5.165670937	3.997368832	6.627579884	4.833197758	5.482753432	6.467844302
cgd1_3360-RA	na	3.779408455	3.844513052	3.010884513	4.494653587	3.684873515	3.932083313	3.9867697	3.997368832	3.779961752	3.010884513	3.010884513	4.476275426
cgd1_3390-RA	na	3.779408455	3.010884513	4.560125758	5.210499987	3.010884513	3.932083313	4.693429679	3.010884513	4.648976093	3.010884513	5.151897008	3.010884513
cgd1_340-RA	na	4.648067155	4.753531578	4.560125758	4.494653587	4.768724174	3.010884513	4.42092872	5.31112632	4.648976093	3.719397979	3.660226329	4.987482059
cgd1_3400-RA	na	3.010884513	3.010884513	4.202713186	3.553414654	4.142445442	3.010884513	4.176371886	4.577797821	3.779961752	3.719397979	5.623489969	4.476275426
cgd1_3420-RA	na	3.010884513	3.846543121	3.728218968	3.010884513	4.496151491	3.010884513	4.089791121	3.010884513	4.28142254	4.205772598	4.455119147	3.010884513
cgd1_3450-RA	na	7.566260865	7.712942811	6.802095538	6.1944552	6.633122394	6.946251006	6.601808285	6.985437843	7.172796877	6.716671149	6.766408206	6.682466872
cgd1_3480-RA	na	5.395253729	6.274487278	5.90271311	5.210499987	6.036930245	5.462014094	5.294033026	5.573250018	5.88619569	5.275335925	7.091258155	5.791462568
cgd1_350-RA	na	3.779408455	3.010884513	4.202713186	3.546137356	4.489304987	3.932083313	3.88172386	3.010884513	3.779961752	3.010884513	3.660226329	4.131405811
cgd1_3500-RA	na	5.885038906	5.705794666	5.77214752	6.330491219	6.701253146	5.20457829	6.32961649	5.794991581	5.578735597	6.569155951	6.346487761	6.388569369
